,Country_Region,Date,ConfirmedCases
8002,Iceland,2020-02-28,1.0
12569,Iceland,2020-03-31,1135.0
12500,Iceland,2020-03-28,963.0
11520,Iceland,2020-03-15,171.0
10804,Iceland,2020-03-09,58.0
8699,India,2020-02-10,3.0
12462,India,2020-03-27,887.0
12163,India,2020-03-23,499.0
8723,India,2020-02-26,3.0
11407,India,2020-03-17,142.0
10780,India,2020-03-10,56.0
11933,India,2020-03-21,330.0
11299,India,2020-03-16,119.0
444,India,2020-01-22,0.0
12200,India,2020-03-24,536.0
11592,India,2020-03-19,194.0
11260,India,2020-03-15,113.0
8726,India,2020-02-15,3.0
8729,India,2020-02-07,3.0
12610,India,2020-03-30,1251.0
8732,India,2020-02-06,3.0
8733,India,2020-02-05,3.0
8700,India,2020-02-24,3.0
8734,India,2020-02-04,3.0
8735,India,2020-02-03,3.0
8745,India,2020-02-08,3.0
8725,India,2020-02-09,3.0
8068,India,2020-01-31,1.0
443,India,2020-01-23,0.0
12830,India,2020-04-02,2543.0
12834,India,2020-04-03,2567.0
12379,India,2020-03-26,727.0
8070,India,2020-01-30,1.0
12523,India,2020-03-29,1024.0
8718,India,2020-02-28,3.0
10596,India,2020-03-09,43.0
10358,India,2020-03-05,30.0
10433,India,2020-03-07,34.0
11469,India,2020-03-18,156.0
442,India,2020-01-24,0.0
8067,India,2020-02-01,1.0
12509,India,2020-03-28,987.0
440,India,2020-01-26,0.0
439,India,2020-01-27,0.0
8698,India,2020-02-16,3.0
8717,India,2020-02-29,3.0
438,India,2020-01-28,0.0
11178,India,2020-03-14,102.0
12292,India,2020-03-25,657.0
11755,India,2020-03-20,244.0
441,India,2020-01-25,0.0
437,India,2020-01-29,0.0
8722,India,2020-02-27,3.0
8695,India,2020-02-12,3.0
8679,India,2020-02-20,3.0
8678,India,2020-02-21,3.0
8677,India,2020-02-22,3.0
8676,India,2020-02-23,3.0
12766,India,2020-04-01,1998.0
8954,India,2020-03-02,5.0
8681,India,2020-02-19,3.0
11023,India,2020-03-13,82.0
8701,India,2020-02-25,3.0
10946,India,2020-03-12,73.0
12034,India,2020-03-22,396.0
8696,India,2020-02-11,3.0
8716,India,2020-03-01,3.0
8953,India,2020-03-03,5.0
10861,India,2020-03-11,62.0
10524,India,2020-03-08,39.0
8220,India,2020-02-02,2.0
8692,India,2020-02-13,3.0
8682,India,2020-02-18,3.0
8691,India,2020-02-14,3.0
8683,India,2020-02-17,3.0
12651,India,2020-03-31,1397.0
10313,India,2020-03-04,28.0
10379,India,2020-03-06,31.0
12878,India,2020-04-04,3082.0
75,Indonesia,2020-02-03,0.0
66,Indonesia,2020-02-12,0.0
11996,Indonesia,2020-03-20,369.0
71,Indonesia,2020-02-07,0.0
65,Indonesia,2020-02-13,0.0
11899,Indonesia,2020-03-19,311.0
86,Indonesia,2020-01-23,0.0
114,Indonesia,2020-02-28,0.0
74,Indonesia,2020-02-04,0.0
113,Indonesia,2020-02-29,0.0
12099,Indonesia,2020-03-21,450.0
10441,Indonesia,2020-03-12,34.0
76,Indonesia,2020-02-02,0.0
11281,Indonesia,2020-03-15,117.0
112,Indonesia,2020-03-01,0.0
73,Indonesia,2020-02-05,0.0
93,Indonesia,2020-01-30,0.0
10428,Indonesia,2020-03-11,34.0
70,Indonesia,2020-02-08,0.0
12764,Indonesia,2020-04-03,1986.0
8436,Indonesia,2020-03-04,2.0
116,Indonesia,2020-02-26,0.0
8435,Indonesia,2020-03-03,2.0
117,Indonesia,2020-02-25,0.0
87,Indonesia,2020-01-22,0.0
115,Indonesia,2020-02-27,0.0
69,Indonesia,2020-02-09,0.0
12782,Indonesia,2020-04-04,2092.0
10278,Indonesia,2020-03-10,27.0
12312,Indonesia,2020-03-24,686.0
118,Indonesia,2020-02-24,0.0
8825,Indonesia,2020-03-06,4.0
8434,Indonesia,2020-03-02,2.0
120,Indonesia,2020-02-22,0.0
121,Indonesia,2020-02-21,0.0
122,Indonesia,2020-02-20,0.0
8447,Indonesia,2020-03-05,2.0
123,Indonesia,2020-02-19,0.0
124,Indonesia,2020-02-18,0.0
67,Indonesia,2020-02-11,0.0
68,Indonesia,2020-02-10,0.0
119,Indonesia,2020-02-23,0.0
96,Indonesia,2020-02-17,0.0
81,Indonesia,2020-01-28,0.0
12468,Indonesia,2020-03-26,893.0
8769,Indonesia,2020-03-07,4.0
9057,Indonesia,2020-03-08,6.0
95,Indonesia,2020-02-15,0.0
110,Indonesia,2020-02-16,0.0
11523,Indonesia,2020-03-17,172.0
11710,Indonesia,2020-03-18,227.0
12533,Indonesia,2020-03-27,1046.0
12410,Indonesia,2020-03-25,790.0
11144,Indonesia,2020-03-14,96.0
12185,Indonesia,2020-03-22,514.0
78,Indonesia,2020-02-14,0.0
79,Indonesia,2020-01-31,0.0
12234,Indonesia,2020-03-23,579.0
11360,Indonesia,2020-03-16,134.0
12719,Indonesia,2020-04-01,1677.0
10908,Indonesia,2020-03-13,69.0
12688,Indonesia,2020-03-31,1528.0
77,Indonesia,2020-02-01,0.0
10021,Indonesia,2020-03-09,19.0
80,Indonesia,2020-01-29,0.0
83,Indonesia,2020-01-26,0.0
12577,Indonesia,2020-03-28,1155.0
84,Indonesia,2020-01-25,0.0
85,Indonesia,2020-01-24,0.0
82,Indonesia,2020-01-27,0.0
12656,Indonesia,2020-03-30,1414.0
72,Indonesia,2020-02-06,0.0
12734,Indonesia,2020-04-02,1790.0
12622,Indonesia,2020-03-29,1285.0
12680,Iran,2020-03-02,1501.0
10585,Iran,2020-02-23,43.0
13015,Iran,2020-03-09,7161.0
13212,Iran,2020-04-01,47593.0
22,Iran,2020-02-03,0.0
13097,Iran,2020-03-13,11364.0
13220,Iran,2020-04-04,55743.0
97,Iran,2020-01-23,0.0
13217,Iran,2020-04-03,53183.0
11389,Iran,2020-02-26,139.0
27,Iran,2020-01-29,0.0
24,Iran,2020-02-01,0.0
30,Iran,2020-01-27,0.0
25,Iran,2020-01-31,0.0
13006,Iran,2020-03-08,6566.0
29,Iran,2020-02-10,0.0
12963,Iran,2020-03-06,4747.0
8454,Iran,2020-02-19,2.0
26,Iran,2020-01-30,0.0
13179,Iran,2020-03-26,29406.0
94,Iran,2020-01-25,0.0
12022,Iran,2020-02-28,388.0
13174,Iran,2020-03-25,27017.0
28,Iran,2020-01-28,0.0
23,Iran,2020-02-02,0.0
13214,Iran,2020-04-02,50468.0
12505,Iran,2020-03-01,978.0
12992,Iran,2020-03-07,5823.0
11762,Iran,2020-02-27,245.0
9,Iran,2020-02-16,0.0
8,Iran,2020-02-17,0.0
7,Iran,2020-02-18,0.0
63,Iran,2020-01-26,0.0
13127,Iran,2020-03-16,14991.0
13191,Iran,2020-03-28,35408.0
13184,Iran,2020-03-27,32332.0
13145,Iran,2020-03-19,18407.0
11135,Iran,2020-02-25,95.0
21,Iran,2020-02-04,0.0
13133,Iran,2020-03-17,16169.0
64,Iran,2020-01-24,0.0
12248,Iran,2020-02-29,593.0
13140,Iran,2020-03-18,17361.0
13083,Iran,2020-03-12,10075.0
13150,Iran,2020-03-20,19644.0
10851,Iran,2020-02-24,61.0
13160,Iran,2020-03-22,21638.0
13157,Iran,2020-03-21,20610.0
12866,Iran,2020-03-04,2922.0
10305,Iran,2020-02-22,28.0
11,Iran,2020-02-14,0.0
10,Iran,2020-02-15,0.0
13196,Iran,2020-03-29,38309.0
18,Iran,2020-02-07,0.0
17,Iran,2020-02-08,0.0
10015,Iran,2020-02-21,18.0
13111,Iran,2020-03-14,12729.0
12810,Iran,2020-03-03,2336.0
13168,Iran,2020-03-24,24811.0
13120,Iran,2020-03-15,13938.0
16,Iran,2020-02-09,0.0
19,Iran,2020-02-06,0.0
13036,Iran,2020-03-10,8042.0
13,Iran,2020-02-12,0.0
12,Iran,2020-02-13,0.0
13056,Iran,2020-03-11,9000.0
8928,Iran,2020-02-20,5.0
98,Iran,2020-01-22,0.0
13208,Iran,2020-03-31,44605.0
13202,Iran,2020-03-30,41495.0
13164,Iran,2020-03-23,23049.0
12905,Iran,2020-03-05,3513.0
15,Iran,2020-02-11,0.0
20,Iran,2020-02-05,0.0
216,Iraq,2020-01-29,0.0
10451,Iraq,2020-03-05,35.0
10449,Iraq,2020-03-04,35.0
12321,Iraq,2020-03-31,694.0
12012,Iraq,2020-03-26,382.0
12264,Iraq,2020-03-30,630.0
197,Iraq,2020-02-17,0.0
208,Iraq,2020-02-06,0.0
199,Iraq,2020-02-15,0.0
209,Iraq,2020-02-05,0.0
12114,Iraq,2020-03-27,458.0
11316,Iraq,2020-03-16,124.0
215,Iraq,2020-01-30,0.0
11279,Iraq,2020-03-15,116.0
214,Iraq,2020-01-31,0.0
200,Iraq,2020-02-14,0.0
213,Iraq,2020-02-01,0.0
212,Iraq,2020-02-02,0.0
198,Iraq,2020-02-16,0.0
10387,Iraq,2020-03-03,32.0
12176,Iraq,2020-03-28,506.0
11172,Iraq,2020-03-13,101.0
195,Iraq,2020-02-19,0.0
194,Iraq,2020-02-20,0.0
211,Iraq,2020-02-03,0.0
193,Iraq,2020-02-21,0.0
190,Iraq,2020-01-23,0.0
12207,Iraq,2020-03-29,547.0
11233,Iraq,2020-03-14,110.0
10762,Iraq,2020-03-07,54.0
210,Iraq,2020-02-04,0.0
8945,Iraq,2020-02-26,5.0
217,Iraq,2020-01-28,0.0
10550,Iraq,2020-03-06,40.0
11589,Iraq,2020-03-19,192.0
11813,Iraq,2020-03-23,266.0
11459,Iraq,2020-03-17,154.0
10237,Iraq,2020-03-02,26.0
11910,Iraq,2020-03-24,316.0
7631,Iraq,2020-02-25,1.0
206,Iraq,2020-02-22,0.0
11497,Iraq,2020-03-18,164.0
11653,Iraq,2020-03-20,208.0
11673,Iraq,2020-03-21,214.0
12457,Iraq,2020-04-04,878.0
205,Iraq,2020-02-09,0.0
221,Iraq,2020-02-07,0.0
10020,Iraq,2020-03-01,19.0
223,Iraq,2020-02-23,0.0
204,Iraq,2020-02-10,0.0
196,Iraq,2020-02-18,0.0
11727,Iraq,2020-03-22,233.0
128,Iraq,2020-01-24,0.0
202,Iraq,2020-02-12,0.0
201,Iraq,2020-02-13,0.0
12397,Iraq,2020-04-02,772.0
12380,Iraq,2020-04-01,728.0
10833,Iraq,2020-03-08,60.0
218,Iraq,2020-01-27,0.0
10836,Iraq,2020-03-09,60.0
203,Iraq,2020-02-11,0.0
12431,Iraq,2020-04-03,820.0
10933,Iraq,2020-03-11,71.0
219,Iraq,2020-01-26,0.0
10930,Iraq,2020-03-10,71.0
10929,Iraq,2020-03-12,71.0
9708,Iraq,2020-02-29,13.0
9229,Iraq,2020-02-28,7.0
11964,Iraq,2020-03-25,346.0
220,Iraq,2020-01-25,0.0
127,Iraq,2020-01-22,0.0
207,Iraq,2020-02-08,0.0
9235,Iraq,2020-02-27,7.0
7692,Iraq,2020-02-24,1.0
132,Ireland,2020-02-13,0.0
12478,Ireland,2020-03-22,906.0
12901,Ireland,2020-04-01,3447.0
12405,Ireland,2020-03-21,785.0
10018,Ireland,2020-03-08,19.0
131,Ireland,2020-02-14,0.0
130,Ireland,2020-02-15,0.0
10432,Ireland,2020-03-10,34.0
12836,Ireland,2020-03-29,2615.0
154,Ireland,2020-01-22,0.0
129,Ireland,2020-02-16,0.0
133,Ireland,2020-02-12,0.0
138,Ireland,2020-02-07,0.0
135,Ireland,2020-02-10,0.0
11086,Ireland,2020-03-13,90.0
8190,Ireland,2020-03-03,2.0
141,Ireland,2020-02-04,0.0
142,Ireland,2020-02-17,0.0
143,Ireland,2020-02-03,0.0
144,Ireland,2020-02-01,0.0
12865,Ireland,2020-03-30,2910.0
140,Ireland,2020-02-05,0.0
12634,Ireland,2020-03-24,1329.0
12216,Ireland,2020-03-19,557.0
139,Ireland,2020-02-06,0.0
145,Ireland,2020-01-31,0.0
146,Ireland,2020-01-30,0.0
134,Ireland,2020-02-11,0.0
147,Ireland,2020-01-29,0.0
149,Ireland,2020-01-27,0.0
150,Ireland,2020-01-26,0.0
151,Ireland,2020-01-25,0.0
152,Ireland,2020-01-24,0.0
9989,Ireland,2020-03-06,18.0
9990,Ireland,2020-03-07,18.0
12888,Ireland,2020-03-31,3235.0
157,Ireland,2020-02-02,0.0
11698,Ireland,2020-03-17,223.0
11511,Ireland,2020-03-16,169.0
153,Ireland,2020-01-23,0.0
137,Ireland,2020-02-08,0.0
136,Ireland,2020-02-09,0.0
148,Ireland,2020-01-28,0.0
12819,Ireland,2020-03-28,2415.0
12923,Ireland,2020-04-02,3849.0
159,Ireland,2020-02-18,0.0
7774,Ireland,2020-03-01,1.0
7775,Ireland,2020-02-29,1.0
9079,Ireland,2020-03-05,6.0
9065,Ireland,2020-03-04,6.0
11341,Ireland,2020-03-14,129.0
11337,Ireland,2020-03-15,129.0
188,Ireland,2020-02-21,0.0
12698,Ireland,2020-03-25,1564.0
186,Ireland,2020-02-23,0.0
185,Ireland,2020-02-24,0.0
184,Ireland,2020-02-25,0.0
183,Ireland,2020-02-26,0.0
182,Ireland,2020-02-27,0.0
181,Ireland,2020-02-28,0.0
12739,Ireland,2020-03-26,1819.0
174,Ireland,2020-02-19,0.0
12564,Ireland,2020-03-23,1125.0
7773,Ireland,2020-03-02,1.0
12957,Ireland,2020-04-04,4604.0
187,Ireland,2020-02-22,0.0
10104,Ireland,2020-03-09,21.0
160,Ireland,2020-02-20,0.0
12787,Ireland,2020-03-27,2121.0
12310,Ireland,2020-03-20,683.0
12943,Ireland,2020-04-03,4273.0
10601,Ireland,2020-03-11,43.0
10599,Ireland,2020-03-12,43.0
11861,Ireland,2020-03-18,292.0
11774,Israel,2020-03-17,250.0
10491,Israel,2020-03-06,37.0
853,Israel,2020-02-05,0.0
851,Israel,2020-02-07,0.0
850,Israel,2020-02-08,0.0
849,Israel,2020-02-10,0.0
857,Israel,2020-02-01,0.0
847,Israel,2020-02-11,0.0
846,Israel,2020-02-12,0.0
9186,Israel,2020-02-29,7.0
845,Israel,2020-02-13,0.0
852,Israel,2020-02-06,0.0
12875,Israel,2020-03-27,3035.0
855,Israel,2020-02-03,0.0
863,Israel,2020-02-09,0.0
10853,Israel,2020-03-09,61.0
12938,Israel,2020-03-29,4247.0
8888,Israel,2020-02-28,4.0
10996,Israel,2020-03-11,79.0
12997,Israel,2020-04-01,6092.0
8607,Israel,2020-02-27,3.0
854,Israel,2020-02-04,0.0
10964,Israel,2020-03-10,75.0
859,Israel,2020-01-30,0.0
860,Israel,2020-01-29,0.0
861,Israel,2020-01-28,0.0
862,Israel,2020-01-27,0.0
8198,Israel,2020-02-26,2.0
856,Israel,2020-02-02,0.0
858,Israel,2020-01-31,0.0
844,Israel,2020-02-14,0.0
12911,Israel,2020-03-28,3619.0
161,Israel,2020-01-22,0.0
7710,Israel,2020-02-22,1.0
839,Israel,2020-02-19,0.0
7711,Israel,2020-02-23,1.0
840,Israel,2020-02-18,0.0
10586,Israel,2020-03-07,43.0
12073,Israel,2020-03-19,427.0
7712,Israel,2020-02-24,1.0
7713,Israel,2020-02-25,1.0
12845,Israel,2020-03-26,2693.0
7709,Israel,2020-02-21,1.0
12961,Israel,2020-03-30,4695.0
11464,Israel,2020-03-14,155.0
13012,Israel,2020-04-02,6857.0
510,Israel,2020-01-23,0.0
511,Israel,2020-01-24,0.0
512,Israel,2020-01-25,0.0
842,Israel,2020-02-16,0.0
13022,Israel,2020-04-03,7428.0
12978,Israel,2020-03-31,5358.0
11326,Israel,2020-03-13,126.0
12193,Israel,2020-03-20,529.0
9463,Israel,2020-03-01,10.0
11165,Israel,2020-03-12,100.0
843,Israel,2020-02-15,0.0
11668,Israel,2020-03-15,213.0
11682,Israel,2020-03-16,218.0
12816,Israel,2020-03-25,2369.0
11886,Israel,2020-03-18,304.0
838,Israel,2020-02-20,0.0
13033,Israel,2020-04-04,7851.0
513,Israel,2020-01-26,0.0
9462,Israel,2020-03-02,10.0
841,Israel,2020-02-17,0.0
10854,Israel,2020-03-08,61.0
9797,Israel,2020-03-04,15.0
9629,Israel,2020-03-03,12.0
10076,Israel,2020-03-05,20.0
12460,Israel,2020-03-22,883.0
12372,Israel,2020-03-21,712.0
12545,Israel,2020-03-23,1071.0
12606,Israel,2020-03-24,1238.0
12924,Italy,2020-03-05,3858.0
12828,Italy,2020-03-03,2502.0
13302,Italy,2020-03-30,101739.0
13019,Italy,2020-03-08,7375.0
13109,Italy,2020-03-12,12462.0
13218,Italy,2020-03-21,53578.0
13141,Italy,2020-03-13,17660.0
871,Italy,2020-01-23,0.0
12288,Italy,2020-02-27,655.0
13305,Italy,2020-04-01,110574.0
869,Italy,2020-01-25,0.0
8646,Italy,2020-02-12,3.0
8647,Italy,2020-02-13,3.0
8648,Italy,2020-02-14,3.0
8649,Italy,2020-02-15,3.0
13176,Italy,2020-03-16,27980.0
8615,Italy,2020-02-11,3.0
11716,Italy,2020-02-24,229.0
872,Italy,2020-01-22,0.0
13201,Italy,2020-03-19,41035.0
12105,Italy,2020-02-26,453.0
834,Italy,2020-01-28,0.0
12463,Italy,2020-02-28,888.0
13063,Italy,2020-03-09,9172.0
13192,Italy,2020-03-18,35713.0
833,Italy,2020-01-30,0.0
13108,Italy,2020-03-11,12462.0
8614,Italy,2020-02-10,3.0
13304,Italy,2020-03-31,105792.0
8598,Italy,2020-02-08,3.0
13211,Italy,2020-03-20,47021.0
12958,Italy,2020-03-06,4636.0
13293,Italy,2020-03-27,86498.0
13183,Italy,2020-03-17,31506.0
13167,Italy,2020-03-15,24747.0
8613,Italy,2020-02-09,3.0
8650,Italy,2020-02-16,3.0
12723,Italy,2020-03-01,1694.0
8651,Italy,2020-02-17,3.0
870,Italy,2020-01-24,0.0
8353,Italy,2020-02-03,2.0
12880,Italy,2020-03-04,3089.0
13307,Italy,2020-04-02,115242.0
8652,Italy,2020-02-18,3.0
8352,Italy,2020-02-04,2.0
13309,Italy,2020-04-03,119827.0
867,Italy,2020-01-27,0.0
864,Italy,2020-01-29,0.0
13228,Italy,2020-03-23,63927.0
12770,Italy,2020-03-02,2036.0
8351,Italy,2020-02-05,2.0
8350,Italy,2020-02-06,2.0
13235,Italy,2020-03-24,69176.0
13084,Italy,2020-03-10,10149.0
11462,Italy,2020-02-23,155.0
10860,Italy,2020-02-22,62.0
13241,Italy,2020-03-25,74386.0
13260,Italy,2020-03-26,80589.0
13159,Italy,2020-03-14,21157.0
13311,Italy,2020-04-04,124632.0
13224,Italy,2020-03-22,59138.0
8354,Italy,2020-02-02,2.0
8581,Italy,2020-02-07,3.0
8359,Italy,2020-02-01,2.0
12566,Italy,2020-02-29,1128.0
12993,Italy,2020-03-07,5883.0
8360,Italy,2020-01-31,2.0
11922,Italy,2020-02-25,322.0
13297,Italy,2020-03-28,92472.0
10073,Italy,2020-02-21,20.0
13300,Italy,2020-03-29,97689.0
8654,Italy,2020-02-20,3.0
8653,Italy,2020-02-19,3.0
868,Italy,2020-01-26,0.0
984,Jamaica,2020-02-22,0.0
983,Jamaica,2020-02-23,0.0
10025,Jamaica,2020-03-22,19.0
815,Jamaica,2020-01-30,0.0
810,Jamaica,2020-02-04,0.0
985,Jamaica,2020-02-21,0.0
814,Jamaica,2020-01-31,0.0
7629,Jamaica,2020-03-11,1.0
980,Jamaica,2020-02-26,0.0
978,Jamaica,2020-02-28,0.0
10115,Jamaica,2020-03-24,21.0
981,Jamaica,2020-02-25,0.0
10470,Jamaica,2020-03-30,36.0
813,Jamaica,2020-02-01,0.0
10483,Jamaica,2020-03-31,36.0
812,Jamaica,2020-02-02,0.0
986,Jamaica,2020-02-20,0.0
898,Jamaica,2020-02-15,0.0
811,Jamaica,2020-02-03,0.0
10609,Jamaica,2020-04-01,44.0
10396,Jamaica,2020-03-29,32.0
982,Jamaica,2020-02-24,0.0
10753,Jamaica,2020-04-04,53.0
897,Jamaica,2020-02-14,0.0
10242,Jamaica,2020-03-25,26.0
979,Jamaica,2020-02-27,0.0
832,Jamaica,2020-02-12,0.0
809,Jamaica,2020-02-05,0.0
10647,Jamaica,2020-04-02,47.0
9809,Jamaica,2020-03-19,15.0
9673,Jamaica,2020-03-17,12.0
803,Jamaica,2020-02-11,0.0
9740,Jamaica,2020-03-18,13.0
991,Jamaica,2020-02-29,0.0
990,Jamaica,2020-02-16,0.0
9320,Jamaica,2020-03-13,8.0
9319,Jamaica,2020-03-14,8.0
831,Jamaica,2020-01-28,0.0
973,Jamaica,2020-03-04,0.0
820,Jamaica,2020-01-25,0.0
972,Jamaica,2020-03-05,0.0
989,Jamaica,2020-02-17,0.0
896,Jamaica,2020-02-13,0.0
970,Jamaica,2020-03-07,0.0
821,Jamaica,2020-01-24,0.0
969,Jamaica,2020-03-08,0.0
822,Jamaica,2020-01-23,0.0
968,Jamaica,2020-03-09,0.0
967,Jamaica,2020-03-10,0.0
823,Jamaica,2020-01-22,0.0
988,Jamaica,2020-02-18,0.0
987,Jamaica,2020-02-19,0.0
971,Jamaica,2020-03-06,0.0
819,Jamaica,2020-01-26,0.0
10648,Jamaica,2020-04-03,47.0
10244,Jamaica,2020-03-27,26.0
807,Jamaica,2020-02-07,0.0
10245,Jamaica,2020-03-26,26.0
9907,Jamaica,2020-03-20,16.0
818,Jamaica,2020-01-27,0.0
8316,Jamaica,2020-03-12,2.0
975,Jamaica,2020-03-02,0.0
806,Jamaica,2020-02-08,0.0
9909,Jamaica,2020-03-21,16.0
817,Jamaica,2020-01-29,0.0
10334,Jamaica,2020-03-28,30.0
9519,Jamaica,2020-03-16,10.0
805,Jamaica,2020-02-09,0.0
808,Jamaica,2020-02-06,0.0
974,Jamaica,2020-03-03,0.0
9520,Jamaica,2020-03-15,10.0
804,Jamaica,2020-02-10,0.0
10016,Jamaica,2020-03-23,19.0
977,Jamaica,2020-03-01,0.0
10127,Japan,2020-02-05,22.0
8281,Japan,2020-01-24,2.0
10219,Japan,2020-02-08,25.0
12515,Japan,2020-03-21,1007.0
12567,Japan,2020-03-23,1128.0
8282,Japan,2020-01-25,2.0
11122,Japan,2020-02-20,94.0
12557,Japan,2020-03-22,1101.0
12791,Japan,2020-04-01,2178.0
9573,Japan,2020-01-30,11.0
10597,Japan,2020-02-15,43.0
11305,Japan,2020-02-22,122.0
10223,Japan,2020-02-07,25.0
12325,Japan,2020-03-13,701.0
11429,Japan,2020-02-23,147.0
11864,Japan,2020-03-03,293.0
12122,Japan,2020-03-07,461.0
11938,Japan,2020-03-04,331.0
8279,Japan,2020-01-22,2.0
12181,Japan,2020-03-09,511.0
12883,Japan,2020-04-04,3139.0
8280,Japan,2020-01-23,2.0
10263,Japan,2020-02-09,26.0
9155,Japan,2020-01-28,7.0
11749,Japan,2020-02-29,241.0
12456,Japan,2020-03-17,878.0
12722,Japan,2020-03-28,1693.0
10950,Japan,2020-02-18,74.0
11715,Japan,2020-02-28,228.0
9167,Japan,2020-01-29,7.0
11672,Japan,2020-02-27,214.0
10294,Japan,2020-02-13,28.0
12440,Japan,2020-03-15,839.0
12439,Japan,2020-03-16,839.0
10300,Japan,2020-02-12,28.0
12237,Japan,2020-03-10,581.0
10142,Japan,2020-02-04,22.0
8813,Japan,2020-01-27,4.0
8814,Japan,2020-01-26,4.0
12064,Japan,2020-03-06,420.0
10321,Japan,2020-02-14,29.0
10889,Japan,2020-02-17,66.0
9808,Japan,2020-01-31,15.0
12673,Japan,2020-03-27,1468.0
10072,Japan,2020-02-03,20.0
10071,Japan,2020-02-02,20.0
12627,Japan,2020-03-25,1307.0
10067,Japan,2020-02-01,20.0
11579,Japan,2020-02-26,189.0
12592,Japan,2020-03-24,1193.0
12647,Japan,2020-03-26,1387.0
11785,Japan,2020-03-01,256.0
11516,Japan,2020-02-25,170.0
12498,Japan,2020-03-20,963.0
11034,Japan,2020-02-19,84.0
11199,Japan,2020-02-21,105.0
10261,Japan,2020-02-10,26.0
10118,Japan,2020-02-06,22.0
12168,Japan,2020-03-08,502.0
12745,Japan,2020-03-30,1866.0
11827,Japan,2020-03-02,274.0
12746,Japan,2020-03-29,1866.0
12398,Japan,2020-03-14,773.0
12760,Japan,2020-03-31,1953.0
12837,Japan,2020-04-03,2617.0
10260,Japan,2020-02-11,26.0
12275,Japan,2020-03-11,639.0
12483,Japan,2020-03-19,924.0
10813,Japan,2020-02-16,59.0
11477,Japan,2020-02-24,159.0
12464,Japan,2020-03-18,889.0
12827,Japan,2020-04-02,2495.0
11983,Japan,2020-03-05,360.0
12276,Japan,2020-03-12,639.0
952,Jordan,2020-02-06,0.0
948,Jordan,2020-02-10,0.0
11327,Jordan,2020-03-23,127.0
943,Jordan,2020-02-15,0.0
942,Jordan,2020-02-16,0.0
955,Jordan,2020-02-03,0.0
951,Jordan,2020-02-07,0.0
956,Jordan,2020-02-02,0.0
941,Jordan,2020-02-17,0.0
9956,Jordan,2020-03-16,17.0
939,Jordan,2020-02-19,0.0
10435,Jordan,2020-03-17,34.0
950,Jordan,2020-02-08,0.0
945,Jordan,2020-02-14,0.0
957,Jordan,2020-02-01,0.0
937,Jordan,2020-02-21,0.0
11253,Jordan,2020-03-22,112.0
10743,Jordan,2020-03-18,52.0
949,Jordan,2020-02-09,0.0
946,Jordan,2020-02-12,0.0
947,Jordan,2020-02-11,0.0
938,Jordan,2020-02-20,0.0
944,Jordan,2020-01-29,0.0
940,Jordan,2020-02-18,0.0
954,Jordan,2020-02-04,0.0
11843,Jordan,2020-04-01,278.0
11733,Jordan,2020-03-27,235.0
929,Jordan,2020-01-28,0.0
7582,Jordan,2020-03-06,1.0
899,Jordan,2020-01-26,0.0
11897,Jordan,2020-04-03,310.0
900,Jordan,2020-01-25,0.0
11458,Jordan,2020-03-24,154.0
953,Jordan,2020-02-05,0.0
11791,Jordan,2020-03-29,259.0
11875,Jordan,2020-04-02,299.0
7550,Jordan,2020-03-03,1.0
7564,Jordan,2020-03-04,1.0
7608,Jordan,2020-03-14,1.0
1024,Jordan,2020-02-29,0.0
11820,Jordan,2020-03-30,268.0
7606,Jordan,2020-03-13,1.0
7605,Jordan,2020-03-12,1.0
7604,Jordan,2020-03-11,1.0
7603,Jordan,2020-03-10,1.0
7602,Jordan,2020-03-09,1.0
7601,Jordan,2020-03-08,1.0
7581,Jordan,2020-03-05,1.0
11052,Jordan,2020-03-21,85.0
11051,Jordan,2020-03-20,85.0
11831,Jordan,2020-03-31,274.0
958,Jordan,2020-01-31,0.0
930,Jordan,2020-01-30,0.0
11763,Jordan,2020-03-28,246.0
931,Jordan,2020-02-27,0.0
902,Jordan,2020-01-23,0.0
936,Jordan,2020-02-22,0.0
767,Jordan,2020-03-02,0.0
935,Jordan,2020-02-23,0.0
10913,Jordan,2020-03-19,69.0
11926,Jordan,2020-04-04,323.0
11525,Jordan,2020-03-25,172.0
903,Jordan,2020-01-22,0.0
769,Jordan,2020-03-01,0.0
11664,Jordan,2020-03-26,212.0
770,Jordan,2020-02-28,0.0
7583,Jordan,2020-03-07,1.0
9268,Jordan,2020-03-15,8.0
934,Jordan,2020-02-24,0.0
932,Jordan,2020-02-26,0.0
901,Jordan,2020-01-24,0.0
912,Jordan,2020-01-27,0.0
959,Jordan,2020-02-13,0.0
933,Jordan,2020-02-25,0.0
635,Kazakhstan,2020-02-05,0.0
543,Kazakhstan,2020-03-05,0.0
10460,Kazakhstan,2020-03-18,35.0
539,Kazakhstan,2020-03-08,0.0
10677,Kazakhstan,2020-03-20,49.0
538,Kazakhstan,2020-03-09,0.0
537,Kazakhstan,2020-03-10,0.0
536,Kazakhstan,2020-03-11,0.0
11713,Kazakhstan,2020-03-28,228.0
11249,Kazakhstan,2020-03-26,111.0
638,Kazakhstan,2020-02-16,0.0
535,Kazakhstan,2020-03-12,0.0
632,Kazakhstan,2020-02-08,0.0
637,Kazakhstan,2020-02-03,0.0
10857,Kazakhstan,2020-03-23,62.0
636,Kazakhstan,2020-02-04,0.0
