,i,Country_Region,Date,ConfirmedCases,Population Density (per sq. km),HDI,Testing By Date,Total Testing
7295,3334,Libya,2020-03-05,0,3.795632381,0.706,,
7296,3333,Libya,2020-03-06,0,3.795632381,0.706,,
7297,3332,Libya,2020-03-07,0,3.795632381,0.706,,
7298,3331,Libya,2020-03-08,0,3.795632381,0.706,,
7299,3330,Libya,2020-03-09,0,3.795632381,0.706,,
7300,3329,Libya,2020-03-10,0,3.795632381,0.706,,
7301,3328,Libya,2020-03-11,0,3.795632381,0.706,,
7302,3327,Libya,2020-03-12,0,3.795632381,0.706,,
7303,3326,Libya,2020-03-13,0,3.795632381,0.706,,
7304,3325,Libya,2020-03-14,0,3.795632381,0.706,,
7305,3324,Libya,2020-03-15,0,3.795632381,0.706,,
7306,3323,Libya,2020-03-16,0,3.795632381,0.706,,
7307,3322,Libya,2020-03-17,0,3.795632381,0.706,,
7308,3321,Libya,2020-03-18,0,3.795632381,0.706,,
7309,3320,Libya,2020-03-19,0,3.795632381,0.706,,
7310,3319,Libya,2020-03-20,0,3.795632381,0.706,,
7311,3318,Libya,2020-03-21,0,3.795632381,0.706,,
7312,3317,Libya,2020-03-22,0,3.795632381,0.706,,
7313,3316,Libya,2020-03-23,0,3.795632381,0.706,,
7314,8014,Libya,2020-03-24,1,3.795632381,0.706,,
7315,8013,Libya,2020-03-25,1,3.795632381,0.706,,
7316,8026,Libya,2020-03-26,1,3.795632381,0.706,,
7317,8040,Libya,2020-03-27,1,3.795632381,0.706,,
7318,8497,Libya,2020-03-28,3,3.795632381,0.706,,
7319,9305,Libya,2020-03-29,8,3.795632381,0.706,,
7320,9306,Libya,2020-03-30,8,3.795632381,0.706,,
7321,9475,Libya,2020-03-31,10,3.795632381,0.706,,
7322,9472,Libya,2020-04-01,10,3.795632381,0.706,,
7323,9590,Libya,2020-04-02,11,3.795632381,0.706,,
7324,9580,Libya,2020-04-03,11,3.795632381,0.706,,
7325,10007,Libya,2020-04-04,18,3.795632381,0.706,,
7326,3315,Liechtenstein,2020-01-22,0,236.9375,0.916,,
7327,3314,Liechtenstein,2020-01-23,0,236.9375,0.916,,
7328,3313,Liechtenstein,2020-01-24,0,236.9375,0.916,,
7329,3312,Liechtenstein,2020-01-25,0,236.9375,0.916,,
7330,3311,Liechtenstein,2020-01-26,0,236.9375,0.916,,
7331,3310,Liechtenstein,2020-01-27,0,236.9375,0.916,,
7332,3309,Liechtenstein,2020-01-28,0,236.9375,0.916,,
7333,3308,Liechtenstein,2020-01-29,0,236.9375,0.916,,
7334,3307,Liechtenstein,2020-01-30,0,236.9375,0.916,,
7335,3274,Liechtenstein,2020-01-31,0,236.9375,0.916,,
7336,3273,Liechtenstein,2020-02-01,0,236.9375,0.916,,
7337,3272,Liechtenstein,2020-02-02,0,236.9375,0.916,,
7338,3240,Liechtenstein,2020-02-03,0,236.9375,0.916,,
7339,3238,Liechtenstein,2020-02-04,0,236.9375,0.916,,
7340,3237,Liechtenstein,2020-02-05,0,236.9375,0.916,,
7341,3236,Liechtenstein,2020-02-06,0,236.9375,0.916,,
7342,3235,Liechtenstein,2020-02-07,0,236.9375,0.916,,
7343,3234,Liechtenstein,2020-02-08,0,236.9375,0.916,,
7344,3233,Liechtenstein,2020-02-09,0,236.9375,0.916,,
7345,3232,Liechtenstein,2020-02-10,0,236.9375,0.916,,
7346,3231,Liechtenstein,2020-02-11,0,236.9375,0.916,,
7347,3230,Liechtenstein,2020-02-12,0,236.9375,0.916,,
7348,3229,Liechtenstein,2020-02-13,0,236.9375,0.916,,
7349,3228,Liechtenstein,2020-02-14,0,236.9375,0.916,,
7350,3227,Liechtenstein,2020-02-15,0,236.9375,0.916,,
7351,3226,Liechtenstein,2020-02-16,0,236.9375,0.916,,
7352,3239,Liechtenstein,2020-02-17,0,236.9375,0.916,,
7353,3225,Liechtenstein,2020-02-18,0,236.9375,0.916,,
7354,3223,Liechtenstein,2020-02-19,0,236.9375,0.916,,
7355,3222,Liechtenstein,2020-02-20,0,236.9375,0.916,,
7356,3221,Liechtenstein,2020-02-21,0,236.9375,0.916,,
7357,3220,Liechtenstein,2020-02-22,0,236.9375,0.916,,
7358,3219,Liechtenstein,2020-02-23,0,236.9375,0.916,,
7359,3218,Liechtenstein,2020-02-24,0,236.9375,0.916,,
7360,3217,Liechtenstein,2020-02-25,0,236.9375,0.916,,
7361,3216,Liechtenstein,2020-02-26,0,236.9375,0.916,,
7362,3215,Liechtenstein,2020-02-27,0,236.9375,0.916,,
7363,3214,Liechtenstein,2020-02-28,0,236.9375,0.916,,
7364,3213,Liechtenstein,2020-02-29,0,236.9375,0.916,,
7365,3212,Liechtenstein,2020-03-01,0,236.9375,0.916,,
7366,3211,Liechtenstein,2020-03-02,0,236.9375,0.916,,
7367,3224,Liechtenstein,2020-03-03,0,236.9375,0.916,,
7368,8041,Liechtenstein,2020-03-04,1,236.9375,0.916,,
7369,8034,Liechtenstein,2020-03-05,1,236.9375,0.916,,
7370,8115,Liechtenstein,2020-03-06,1,236.9375,0.916,,
7371,8032,Liechtenstein,2020-03-07,1,236.9375,0.916,,
7372,8031,Liechtenstein,2020-03-08,1,236.9375,0.916,,
7373,8030,Liechtenstein,2020-03-09,1,236.9375,0.916,,
7374,8029,Liechtenstein,2020-03-10,1,236.9375,0.916,,
7375,8028,Liechtenstein,2020-03-11,1,236.9375,0.916,,
7376,8027,Liechtenstein,2020-03-12,1,236.9375,0.916,,
7377,8008,Liechtenstein,2020-03-13,1,236.9375,0.916,,
7378,8757,Liechtenstein,2020-03-14,4,236.9375,0.916,,
7379,8756,Liechtenstein,2020-03-15,4,236.9375,0.916,,
7380,8755,Liechtenstein,2020-03-16,4,236.9375,0.916,,
7381,9192,Liechtenstein,2020-03-17,7,236.9375,0.916,,
7382,10310,Liechtenstein,2020-03-18,28,236.9375,0.916,,
7383,10309,Liechtenstein,2020-03-19,28,236.9375,0.916,,
7384,10308,Liechtenstein,2020-03-20,28,236.9375,0.916,,
7385,10486,Liechtenstein,2020-03-21,37,236.9375,0.916,,
7386,10489,Liechtenstein,2020-03-22,37,236.9375,0.916,,
7387,10719,Liechtenstein,2020-03-23,51,236.9375,0.916,,
7388,10713,Liechtenstein,2020-03-24,51,236.9375,0.916,,
7389,10714,Liechtenstein,2020-03-25,51,236.9375,0.916,,
7390,10791,Liechtenstein,2020-03-26,56,236.9375,0.916,,
7391,10792,Liechtenstein,2020-03-27,56,236.9375,0.916,,
7392,10793,Liechtenstein,2020-03-28,56,236.9375,0.916,,
7393,10784,Liechtenstein,2020-03-29,56,236.9375,0.916,,
7394,10859,Liechtenstein,2020-03-30,62,236.9375,0.916,,
7395,10902,Liechtenstein,2020-03-31,68,236.9375,0.916,,
7396,10903,Liechtenstein,2020-04-01,68,236.9375,0.916,,
7397,10970,Liechtenstein,2020-04-02,75,236.9375,0.916,,
7398,10963,Liechtenstein,2020-04-03,75,236.9375,0.916,,
7399,10986,Liechtenstein,2020-04-04,77,236.9375,0.916,,
7400,3264,Lithuania,2020-01-22,0,44.53135138,0.858,,1154
7401,3263,Lithuania,2020-01-23,0,44.53135138,0.858,,1154
7402,3262,Lithuania,2020-01-24,0,44.53135138,0.858,,1154
7403,3261,Lithuania,2020-01-25,0,44.53135138,0.858,,1154
7404,3260,Lithuania,2020-01-26,0,44.53135138,0.858,,1154
7405,3259,Lithuania,2020-01-27,0,44.53135138,0.858,,1154
7406,3258,Lithuania,2020-01-28,0,44.53135138,0.858,,1154
7407,3271,Lithuania,2020-01-29,0,44.53135138,0.858,,1154
7408,3257,Lithuania,2020-01-30,0,44.53135138,0.858,,1154
7409,3255,Lithuania,2020-01-31,0,44.53135138,0.858,,1154
7410,3254,Lithuania,2020-02-01,0,44.53135138,0.858,,1154
7411,3253,Lithuania,2020-02-02,0,44.53135138,0.858,,1154
7412,3252,Lithuania,2020-02-03,0,44.53135138,0.858,,1154
7413,3251,Lithuania,2020-02-04,0,44.53135138,0.858,,1154
7414,3250,Lithuania,2020-02-05,0,44.53135138,0.858,,1154
7415,3249,Lithuania,2020-02-06,0,44.53135138,0.858,,1154
7416,3248,Lithuania,2020-02-07,0,44.53135138,0.858,,1154
7417,3247,Lithuania,2020-02-08,0,44.53135138,0.858,,1154
7418,3246,Lithuania,2020-02-09,0,44.53135138,0.858,,1154
7419,3245,Lithuania,2020-02-10,0,44.53135138,0.858,,1154
7420,3244,Lithuania,2020-02-11,0,44.53135138,0.858,,1154
7421,3243,Lithuania,2020-02-12,0,44.53135138,0.858,,1154
7422,3337,Lithuania,2020-02-13,0,44.53135138,0.858,,1154
7423,3595,Lithuania,2020-02-14,0,44.53135138,0.858,,1154
7424,3851,Lithuania,2020-02-15,0,44.53135138,0.858,,1154
7425,3596,Lithuania,2020-02-16,0,44.53135138,0.858,,1154
7426,3945,Lithuania,2020-02-17,0,44.53135138,0.858,,1154
7427,3944,Lithuania,2020-02-18,0,44.53135138,0.858,,1154
7428,3943,Lithuania,2020-02-19,0,44.53135138,0.858,,1154
7429,3942,Lithuania,2020-02-20,0,44.53135138,0.858,,1154
7430,3941,Lithuania,2020-02-21,0,44.53135138,0.858,,1154
7431,3940,Lithuania,2020-02-22,0,44.53135138,0.858,,1154
7432,3939,Lithuania,2020-02-23,0,44.53135138,0.858,,1154
7433,3938,Lithuania,2020-02-24,0,44.53135138,0.858,,1154
7434,3937,Lithuania,2020-02-25,0,44.53135138,0.858,,1154
7435,3936,Lithuania,2020-02-26,0,44.53135138,0.858,,1154
7436,3935,Lithuania,2020-02-27,0,44.53135138,0.858,,1154
7437,7977,Lithuania,2020-02-28,1,44.53135138,0.858,76,1154
7438,7978,Lithuania,2020-02-29,1,44.53135138,0.858,,1154
7439,7979,Lithuania,2020-03-01,1,44.53135138,0.858,,1154
7440,7980,Lithuania,2020-03-02,1,44.53135138,0.858,,1154
7441,7981,Lithuania,2020-03-03,1,44.53135138,0.858,,1154
7442,7982,Lithuania,2020-03-04,1,44.53135138,0.858,226,1154
7443,7983,Lithuania,2020-03-05,1,44.53135138,0.858,,1154
7444,7984,Lithuania,2020-03-06,1,44.53135138,0.858,,1154
7445,7985,Lithuania,2020-03-07,1,44.53135138,0.858,,1154
7446,7986,Lithuania,2020-03-08,1,44.53135138,0.858,,1154
7447,7987,Lithuania,2020-03-09,1,44.53135138,0.858,,1154
7448,7988,Lithuania,2020-03-10,1,44.53135138,0.858,,1154
7449,8519,Lithuania,2020-03-11,3,44.53135138,0.858,,1154
7450,8518,Lithuania,2020-03-12,3,44.53135138,0.858,,1154
7451,9112,Lithuania,2020-03-13,6,44.53135138,0.858,366,1154
7452,9294,Lithuania,2020-03-14,8,44.53135138,0.858,,1154
7453,9652,Lithuania,2020-03-15,12,44.53135138,0.858,,1154
7454,9961,Lithuania,2020-03-16,17,44.53135138,0.858,624,1154
7455,10233,Lithuania,2020-03-17,25,44.53135138,0.858,742,1154
7456,10270,Lithuania,2020-03-18,27,44.53135138,0.858,935,1154
7457,10471,Lithuania,2020-03-19,36,44.53135138,0.858,,1154
7458,10683,Lithuania,2020-03-20,49,44.53135138,0.858,,1154
7459,11028,Lithuania,2020-03-21,83,44.53135138,0.858,,1154
7460,11409,Lithuania,2020-03-22,143,44.53135138,0.858,2086,1154
7461,11548,Lithuania,2020-03-23,179,44.53135138,0.858,,1154
7462,11656,Lithuania,2020-03-24,209,44.53135138,0.858,,1154
7463,11828,Lithuania,2020-03-25,274,44.53135138,0.858,3471,1154
7464,11873,Lithuania,2020-03-26,299,44.53135138,0.858,,1154
7465,11979,Lithuania,2020-03-27,358,44.53135138,0.858,5495,1154
7466,12028,Lithuania,2020-03-28,394,44.53135138,0.858,6900,1154
7467,12121,Lithuania,2020-03-29,460,44.53135138,0.858,8424,1154
7468,12151,Lithuania,2020-03-30,491,44.53135138,0.858,9891,1154
7469,12201,Lithuania,2020-03-31,537,44.53135138,0.858,12574,1154
7470,12238,Lithuania,2020-04-01,581,44.53135138,0.858,15635,1154
7471,12284,Lithuania,2020-04-02,649,44.53135138,0.858,18432,1154
7472,12323,Lithuania,2020-04-03,696,44.53135138,0.858,,1154
7473,12396,Lithuania,2020-04-04,771,44.53135138,0.858,,1154
7474,3919,Luxembourg,2020-01-22,0,250.0938272,0.904,,
7475,3918,Luxembourg,2020-01-23,0,250.0938272,0.904,,
7476,3931,Luxembourg,2020-01-24,0,250.0938272,0.904,,
7477,3948,Luxembourg,2020-01-25,0,250.0938272,0.904,,
7478,3963,Luxembourg,2020-01-26,0,250.0938272,0.904,,
7479,3949,Luxembourg,2020-01-27,0,250.0938272,0.904,,
7480,3977,Luxembourg,2020-01-28,0,250.0938272,0.904,,
7481,3976,Luxembourg,2020-01-29,0,250.0938272,0.904,,
7482,3975,Luxembourg,2020-01-30,0,250.0938272,0.904,,
7483,3974,Luxembourg,2020-01-31,0,250.0938272,0.904,,
7484,3973,Luxembourg,2020-02-01,0,250.0938272,0.904,,
7485,3972,Luxembourg,2020-02-02,0,250.0938272,0.904,,
7486,3971,Luxembourg,2020-02-03,0,250.0938272,0.904,,
7487,3970,Luxembourg,2020-02-04,0,250.0938272,0.904,,
7488,3969,Luxembourg,2020-02-05,0,250.0938272,0.904,,
7489,3968,Luxembourg,2020-02-06,0,250.0938272,0.904,,
7490,3967,Luxembourg,2020-02-07,0,250.0938272,0.904,,
7491,3966,Luxembourg,2020-02-08,0,250.0938272,0.904,,
7492,3965,Luxembourg,2020-02-09,0,250.0938272,0.904,,
7493,3978,Luxembourg,2020-02-10,0,250.0938272,0.904,,
7494,3964,Luxembourg,2020-02-11,0,250.0938272,0.904,,
7495,3962,Luxembourg,2020-02-12,0,250.0938272,0.904,,
7496,3961,Luxembourg,2020-02-13,0,250.0938272,0.904,,
7497,3960,Luxembourg,2020-02-14,0,250.0938272,0.904,,
7498,3959,Luxembourg,2020-02-15,0,250.0938272,0.904,,
7499,3958,Luxembourg,2020-02-16,0,250.0938272,0.904,,
7500,3957,Luxembourg,2020-02-17,0,250.0938272,0.904,,
7501,3956,Luxembourg,2020-02-18,0,250.0938272,0.904,,
7502,3955,Luxembourg,2020-02-19,0,250.0938272,0.904,,
7503,3954,Luxembourg,2020-02-20,0,250.0938272,0.904,,
7504,3953,Luxembourg,2020-02-21,0,250.0938272,0.904,,
7505,3952,Luxembourg,2020-02-22,0,250.0938272,0.904,,
7506,3951,Luxembourg,2020-02-23,0,250.0938272,0.904,,
7507,3950,Luxembourg,2020-02-24,0,250.0938272,0.904,,
7508,3917,Luxembourg,2020-02-25,0,250.0938272,0.904,,
7509,3947,Luxembourg,2020-02-26,0,250.0938272,0.904,,
7510,3916,Luxembourg,2020-02-27,0,250.0938272,0.904,,
7511,3883,Luxembourg,2020-02-28,0,250.0938272,0.904,,
7512,7999,Luxembourg,2020-02-29,1,250.0938272,0.904,,
7513,8005,Luxembourg,2020-03-01,1,250.0938272,0.904,,
7514,7998,Luxembourg,2020-03-02,1,250.0938272,0.904,,
7515,7996,Luxembourg,2020-03-03,1,250.0938272,0.904,,
7516,7995,Luxembourg,2020-03-04,1,250.0938272,0.904,,
7517,7994,Luxembourg,2020-03-05,1,250.0938272,0.904,,
7518,8346,Luxembourg,2020-03-06,2,250.0938272,0.904,,
7519,8347,Luxembourg,2020-03-07,2,250.0938272,0.904,,
7520,8535,Luxembourg,2020-03-08,3,250.0938272,0.904,,
7521,8534,Luxembourg,2020-03-09,3,250.0938272,0.904,,
7522,8935,Luxembourg,2020-03-10,5,250.0938272,0.904,,
7523,9257,Luxembourg,2020-03-11,7,250.0938272,0.904,,
7524,10026,Luxembourg,2020-03-12,19,250.0938272,0.904,,
7525,10436,Luxembourg,2020-03-13,34,250.0938272,0.904,,
7526,10724,Luxembourg,2020-03-14,51,250.0938272,0.904,,
7527,10821,Luxembourg,2020-03-15,59,250.0938272,0.904,,
7528,10980,Luxembourg,2020-03-16,77,250.0938272,0.904,,
7529,11399,Luxembourg,2020-03-17,140,250.0938272,0.904,,
7530,11634,Luxembourg,2020-03-18,203,250.0938272,0.904,,
7531,11946,Luxembourg,2020-03-19,335,250.0938272,0.904,,
7532,12147,Luxembourg,2020-03-20,484,250.0938272,0.904,,
7533,12299,Luxembourg,2020-03-21,670,250.0938272,0.904,,
7534,12420,Luxembourg,2020-03-22,798,250.0938272,0.904,,
7535,12453,Luxembourg,2020-03-23,875,250.0938272,0.904,,
7536,12556,Luxembourg,2020-03-24,1099,250.0938272,0.904,,
7537,12636,Luxembourg,2020-03-25,1333,250.0938272,0.904,,
7538,12668,Luxembourg,2020-03-26,1453,250.0938272,0.904,,
7539,12706,Luxembourg,2020-03-27,1605,250.0938272,0.904,,
7540,12741,Luxembourg,2020-03-28,1831,250.0938272,0.904,,
7541,12759,Luxembourg,2020-03-29,1950,250.0938272,0.904,,
7542,12765,Luxembourg,2020-03-30,1988,250.0938272,0.904,,
7543,12790,Luxembourg,2020-03-31,2178,250.0938272,0.904,,
7544,12808,Luxembourg,2020-04-01,2319,250.0938272,0.904,,
7545,12826,Luxembourg,2020-04-02,2487,250.0938272,0.904,,
7546,12835,Luxembourg,2020-04-03,2612,250.0938272,0.904,,
7547,12848,Luxembourg,2020-04-04,2729,250.0938272,0.904,,
7548,4051,Madagascar,2020-01-22,0,45.13985562,0.519,,
7549,4050,Madagascar,2020-01-23,0,45.13985562,0.519,,
7550,4049,Madagascar,2020-01-24,0,45.13985562,0.519,,
7551,4048,Madagascar,2020-01-25,0,45.13985562,0.519,,
7552,4047,Madagascar,2020-01-26,0,45.13985562,0.519,,
7553,4046,Madagascar,2020-01-27,0,45.13985562,0.519,,
7554,4059,Madagascar,2020-01-28,0,45.13985562,0.519,,
7555,4075,Madagascar,2020-01-29,0,45.13985562,0.519,,
7556,4076,Madagascar,2020-01-30,0,45.13985562,0.519,,
7557,4077,Madagascar,2020-01-31,0,45.13985562,0.519,,
7558,4106,Madagascar,2020-02-01,0,45.13985562,0.519,,
7559,4105,Madagascar,2020-02-02,0,45.13985562,0.519,,
7560,4104,Madagascar,2020-02-03,0,45.13985562,0.519,,
7561,4103,Madagascar,2020-02-04,0,45.13985562,0.519,,
7562,4102,Madagascar,2020-02-05,0,45.13985562,0.519,,
7563,4101,Madagascar,2020-02-06,0,45.13985562,0.519,,
7564,4100,Madagascar,2020-02-07,0,45.13985562,0.519,,
7565,4099,Madagascar,2020-02-08,0,45.13985562,0.519,,
7566,4098,Madagascar,2020-02-09,0,45.13985562,0.519,,
7567,4097,Madagascar,2020-02-10,0,45.13985562,0.519,,
7568,4096,Madagascar,2020-02-11,0,45.13985562,0.519,,
7569,4095,Madagascar,2020-02-12,0,45.13985562,0.519,,
7570,4094,Madagascar,2020-02-13,0,45.13985562,0.519,,
7571,4093,Madagascar,2020-02-14,0,45.13985562,0.519,,
7572,4092,Madagascar,2020-02-15,0,45.13985562,0.519,,
7573,4091,Madagascar,2020-02-16,0,45.13985562,0.519,,
7574,4090,Madagascar,2020-02-17,0,45.13985562,0.519,,
7575,4089,Madagascar,2020-02-18,0,45.13985562,0.519,,
7576,4088,Madagascar,2020-02-19,0,45.13985562,0.519,,
7577,4087,Madagascar,2020-02-20,0,45.13985562,0.519,,
7578,4086,Madagascar,2020-02-21,0,45.13985562,0.519,,
7579,4085,Madagascar,2020-02-22,0,45.13985562,0.519,,
7580,4084,Madagascar,2020-02-23,0,45.13985562,0.519,,
7581,4083,Madagascar,2020-02-24,0,45.13985562,0.519,,
7582,4082,Madagascar,2020-02-25,0,45.13985562,0.519,,
7583,4081,Madagascar,2020-02-26,0,45.13985562,0.519,,
7584,4080,Madagascar,2020-02-27,0,45.13985562,0.519,,
7585,4079,Madagascar,2020-02-28,0,45.13985562,0.519,,
7586,4078,Madagascar,2020-02-29,0,45.13985562,0.519,,
7587,4045,Madagascar,2020-03-01,0,45.13985562,0.519,,
7588,4044,Madagascar,2020-03-02,0,45.13985562,0.519,,
7589,4043,Madagascar,2020-03-03,0,45.13985562,0.519,,
7590,4011,Madagascar,2020-03-04,0,45.13985562,0.519,,
7591,4009,Madagascar,2020-03-05,0,45.13985562,0.519,,
7592,4008,Madagascar,2020-03-06,0,45.13985562,0.519,,
7593,4007,Madagascar,2020-03-07,0,45.13985562,0.519,,
7594,4006,Madagascar,2020-03-08,0,45.13985562,0.519,,
7595,4005,Madagascar,2020-03-09,0,45.13985562,0.519,,
7596,4004,Madagascar,2020-03-10,0,45.13985562,0.519,,
7597,4003,Madagascar,2020-03-11,0,45.13985562,0.519,,
7598,4002,Madagascar,2020-03-12,0,45.13985562,0.519,,
7599,4001,Madagascar,2020-03-13,0,45.13985562,0.519,,
7600,4000,Madagascar,2020-03-14,0,45.13985562,0.519,,
7601,3999,Madagascar,2020-03-15,0,45.13985562,0.519,,
7602,3998,Madagascar,2020-03-16,0,45.13985562,0.519,,
7603,3997,Madagascar,2020-03-17,0,45.13985562,0.519,,
7604,4010,Madagascar,2020-03-18,0,45.13985562,0.519,,
7605,3996,Madagascar,2020-03-19,0,45.13985562,0.519,,
7606,8706,Madagascar,2020-03-20,3,45.13985562,0.519,,
7607,8705,Madagascar,2020-03-21,3,45.13985562,0.519,,
7608,8703,Madagascar,2020-03-22,3,45.13985562,0.519,,
7609,9613,Madagascar,2020-03-23,12,45.13985562,0.519,,
7610,9957,Madagascar,2020-03-24,17,45.13985562,0.519,,
7611,10053,Madagascar,2020-03-25,19,45.13985562,0.519,,
7612,10179,Madagascar,2020-03-26,23,45.13985562,0.519,,
7613,10257,Madagascar,2020-03-27,26,45.13985562,0.519,,
7614,10253,Madagascar,2020-03-28,26,45.13985562,0.519,,
7615,10523,Madagascar,2020-03-29,39,45.13985562,0.519,,
7616,10584,Madagascar,2020-03-30,43,45.13985562,0.519,,
7617,10799,Madagascar,2020-03-31,57,45.13985562,0.519,,
7618,10798,Madagascar,2020-04-01,57,45.13985562,0.519,,
7619,10811,Madagascar,2020-04-02,59,45.13985562,0.519,,
7620,10928,Madagascar,2020-04-03,70,45.13985562,0.519,,
7621,10926,Madagascar,2020-04-04,70,45.13985562,0.519,,
7622,3995,Malaysia,2020-01-22,0,95.96282149,0.802,,13876
7623,4012,Malaysia,2020-01-23,0,95.96282149,0.802,,13876
7624,4027,Malaysia,2020-01-24,0,95.96282149,0.802,,13876
7625,8736,Malaysia,2020-01-25,3,95.96282149,0.802,,13876
7626,8889,Malaysia,2020-01-26,4,95.96282149,0.802,,13876
7627,8873,Malaysia,2020-01-27,4,95.96282149,0.802,,13876
7628,8874,Malaysia,2020-01-28,4,95.96282149,0.802,,13876
7629,9224,Malaysia,2020-01-29,7,95.96282149,0.802,,13876
7630,9291,Malaysia,2020-01-30,8,95.96282149,0.802,,13876
7631,9290,Malaysia,2020-01-31,8,95.96282149,0.802,,13876
7632,9289,Malaysia,2020-02-01,8,95.96282149,0.802,,13876
7633,9288,Malaysia,2020-02-02,8,95.96282149,0.802,,13876
7634,9278,Malaysia,2020-02-03,8,95.96282149,0.802,,13876
7635,9502,Malaysia,2020-02-04,10,95.96282149,0.802,,13876
7636,9602,Malaysia,2020-02-05,12,95.96282149,0.802,,13876
7637,9601,Malaysia,2020-02-06,12,95.96282149,0.802,,13876
7638,9600,Malaysia,2020-02-07,12,95.96282149,0.802,,13876
7639,9880,Malaysia,2020-02-08,16,95.96282149,0.802,,13876
7640,9895,Malaysia,2020-02-09,16,95.96282149,0.802,,13876
7641,9991,Malaysia,2020-02-10,18,95.96282149,0.802,,13876
7642,9977,Malaysia,2020-02-11,18,95.96282149,0.802,,13876
7643,9976,Malaysia,2020-02-12,18,95.96282149,0.802,,13876
7644,10057,Malaysia,2020-02-13,19,95.96282149,0.802,,13876
7645,10058,Malaysia,2020-02-14,19,95.96282149,0.802,720,13876
7646,10119,Malaysia,2020-02-15,22,95.96282149,0.802,,13876
7647,10136,Malaysia,2020-02-16,22,95.96282149,0.802,723,13876
7648,10145,Malaysia,2020-02-17,22,95.96282149,0.802,799,13876
7649,10155,Malaysia,2020-02-18,22,95.96282149,0.802,836,13876
7650,10151,Malaysia,2020-02-19,22,95.96282149,0.802,,13876
7651,10125,Malaysia,2020-02-20,22,95.96282149,0.802,924,13876
7652,10139,Malaysia,2020-02-21,22,95.96282149,0.802,1004,13876
7653,10140,Malaysia,2020-02-22,22,95.96282149,0.802,,13876
7654,10154,Malaysia,2020-02-23,22,95.96282149,0.802,1076,13876
7655,10150,Malaysia,2020-02-24,22,95.96282149,0.802,1094,13876
7656,10121,Malaysia,2020-02-25,22,95.96282149,0.802,1108,13876
7657,10123,Malaysia,2020-02-26,22,95.96282149,0.802,1132,13876
7658,10161,Malaysia,2020-02-27,23,95.96282149,0.802,1568,13876
7659,10178,Malaysia,2020-02-28,23,95.96282149,0.802,1571,13876
7660,10218,Malaysia,2020-02-29,25,95.96282149,0.802,,13876
7661,10318,Malaysia,2020-03-01,29,95.96282149,0.802,,13876
7662,10324,Malaysia,2020-03-02,29,95.96282149,0.802,1868,13876
7663,10474,Malaysia,2020-03-03,36,95.96282149,0.802,,13876
7664,10697,Malaysia,2020-03-04,50,95.96282149,0.802,2121,13876
7665,10701,Malaysia,2020-03-05,50,95.96282149,0.802,,13876
7666,11029,Malaysia,2020-03-06,83,95.96282149,0.802,,13876
7667,11109,Malaysia,2020-03-07,93,95.96282149,0.802,,13876
7668,11163,Malaysia,2020-03-08,99,95.96282149,0.802,,13876
7669,11284,Malaysia,2020-03-09,117,95.96282149,0.802,,13876
7670,11338,Malaysia,2020-03-10,129,95.96282149,0.802,,13876
7671,11434,Malaysia,2020-03-11,149,95.96282149,0.802,3842,13876
7672,11437,Malaysia,2020-03-12,149,95.96282149,0.802,4010,13876
7673,11613,Malaysia,2020-03-13,197,95.96282149,0.802,,13876
7674,11743,Malaysia,2020-03-14,238,95.96282149,0.802,5419,13876
7675,12074,Malaysia,2020-03-15,428,95.96282149,0.802,,13876
7676,12223,Malaysia,2020-03-16,566,95.96282149,0.802,,13876
7677,12304,Malaysia,2020-03-17,673,95.96282149,0.802,9799,13876
7678,12408,Malaysia,2020-03-18,790,95.96282149,0.802,,13876
7679,12472,Malaysia,2020-03-19,900,95.96282149,0.802,12292,13876
7680,12527,Malaysia,2020-03-20,1030,95.96282149,0.802,13876,13876
7681,12588,Malaysia,2020-03-21,1183,95.96282149,0.802,,13876
7682,12625,Malaysia,2020-03-22,1306,95.96282149,0.802,15196,13876
7683,12686,Malaysia,2020-03-23,1518,95.96282149,0.802,17923,13876
7684,12711,Malaysia,2020-03-24,1624,95.96282149,0.802,18416,13876
7685,12737,Malaysia,2020-03-25,1796,95.96282149,0.802,20861,13876
7686,12769,Malaysia,2020-03-26,2031,95.96282149,0.802,21885,13876
7687,12789,Malaysia,2020-03-27,2161,95.96282149,0.802,30948,13876
7688,12809,Malaysia,2020-03-28,2320,95.96282149,0.802,37674,13876
7689,12825,Malaysia,2020-03-29,2470,95.96282149,0.802,,13876
7690,12839,Malaysia,2020-03-30,2626,95.96282149,0.802,39663,13876
7691,12853,Malaysia,2020-03-31,2766,95.96282149,0.802,40483,13876
7692,12864,Malaysia,2020-04-01,2908,95.96282149,0.802,43462,13876
7693,12882,Malaysia,2020-04-02,3116,95.96282149,0.802,,13876
7694,12892,Malaysia,2020-04-03,3333,95.96282149,0.802,47723,13876
7695,12903,Malaysia,2020-04-04,3483,95.96282149,0.802,,13876
7696,3664,Maldives,2020-01-22,0,1718.986667,0.717,,
7697,3663,Maldives,2020-01-23,0,1718.986667,0.717,,
7698,3662,Maldives,2020-01-24,0,1718.986667,0.717,,
7699,3661,Maldives,2020-01-25,0,1718.986667,0.717,,
7700,3674,Maldives,2020-01-26,0,1718.986667,0.717,,
7701,3691,Maldives,2020-01-27,0,1718.986667,0.717,,
7702,3706,Maldives,2020-01-28,0,1718.986667,0.717,,
